module	parameter	group	source	flags	detail
echomarkread	wikis	action	Echo	multi	enum=*|aawiki|aawikibooks|aawiktionary|abstractwiki|abwiki|abwiktionary|acewiki|advisorswiki|advisorywiki|adywiki|aewikimedia|afwiki|afwikibooks|afwikiquote|afwiktionary|akwiki|akwikibooks|akwiktionary|alswiki|altwiki|amiwiki|amwiki|amwikimedia|amwikiquote|amwiktionary|angwiki|angwikibooks|angwikiquote|angwikisource|angwiktionary|annwiki|anpwiki|anwiki|anwiktionary|arbcom_cswiki|arbcom_dewiki|arbcom_enwiki|arbcom_fiwiki|arbcom_itwiki|arbcom_nlwiki|arbcom_plwiki|arbcom_ruwiki|arbcom_zhwiki|arcwiki|arwiki|arwikibooks|arwikimedia|arwikinews|arwikiquote|arwikisource|arwikiversity|arwiktionary|arywiki|arzwiki|astwiki|astwikibooks|astwikiquote|astwiktionary|aswiki|aswikibooks|aswikiquote|aswikisource|aswiktionary|atjwiki|auditcomwiki|avkwiki|avwiki|avwiktionary|awawiki|aywiki|aywikibooks|aywiktionary|azbwiki|azwiki|azwikibooks|azwikimedia|azwikiquote|azwikisource|azwiktionary|banwiki|banwikisource|barwiki|bat_smgwiki|bawiki|bawikibooks|bbcwiki|bclwiki|bclwikiquote|bclwikisource|bclwiktionary|bdrwiki|bdwikimedia|be_x_oldwiki|betawikiversity|bewiki|bewikibooks|bewikimedia|bewikiquote|bewikisource|bewiktionary|bewwiki|bewwiktionary|bgwiki|bgwikibooks|bgwikinews|bgwikiquote|bgwikisource|bgwiktionary|bhwiki|bhwiktionary|biwiki|biwikibooks|biwiktionary|bjnwiki|bjnwikiquote|bjnwiktionary|blkwiki|blkwiktionary|bmwiki|bmwikibooks|bmwikiquote|bmwiktionary|bnwiki|bnwikibooks|bnwikiquote|bnwikisource|bnwikivoyage|bnwiktionary|boardgovcomwiki|boardwiki|bolwiki|bowiki|bowikibooks|bowiktionary|bpywiki|brwiki|brwikimedia|brwikiquote|brwikisource|brwiktionary|bswiki|bswikibooks|bswikinews|bswikiquote|bswikisource|bswiktionary|btmwiki|btmwiktionary|bugwiki|bxrwiki|cawiki|cawikibooks|cawikimedia|cawikinews|cawikiquote|cawikisource|cawiktionary|cbk_zamwiki|cdowiki|cebwiki|cewiki|chairwiki|chapcomwiki|checkuserwiki|chowiki|chrwiki|chrwiktionary|chwiki|chwikibooks|chwiktionary|chywiki|ckbwiki|ckbwiktionary|cnwikimedia|collabwiki|commonswiki|conductwiki|cowiki|cowikibooks|cowikimedia|cowikiquote|cowiktionary|crhwiki|crwiki|crwikiquote|crwiktionary|csbwiki|csbwiktionary|cswiki|cswikibooks|cswikinews|cswikiquote|cswikisource|cswikiversity|cswikivoyage|cswiktionary|cuwiki|cvwiki|cvwikibooks|cywiki|cywikibooks|cywikiquote|cywikisource|cywiktionary|dagwiki|dawiki|dawikibooks|dawikiquote|dawikisource|dawiktionary|dewiki|dewikibooks|dewikinews|dewikiquote|dewikisource|dewikiversity|dewikivoyage|dewiktionary|dgawiki|dinwiki|diqwiki|diqwiktionary|dkwikimedia|donatewiki|dsbwiki|dtpwiki|dtywiki|dvwiki|dvwiktionary|dzwiki|dzwiktionary|ecwikimedia|eewiki|electcomwiki|elwiki|elwikibooks|elwikinews|elwikiquote|elwikisource|elwikiversity|elwikivoyage|elwiktionary|emlwiki|enwiki|enwikibooks|enwikinews|enwikiquote|enwikisource|enwikiversity|enwikivoyage|enwiktionary|eowiki|eowikibooks|eowikinews|eowikiquote|eowikisource|eowikivoyage|eowiktionary|eswiki|eswikibooks|eswikinews|eswikiquote|eswikisource|eswikiversity|eswikivoyage|eswiktionary|etwiki|etwikibooks|etwikimedia|etwikiquote|etwikisource|etwiktionary|euwiki|euwikibooks|euwikiquote|euwikisource|euwiktionary|execwiki|extwiki|fatwiki|fawiki|fawikibooks|fawikinews|fawikiquote|fawikisource|fawikivoyage|fawiktionary|fdcwiki|ffwiki|fiu_vrowiki|fiwiki|fiwikibooks|fiwikimedia|fiwikinews|fiwikiquote|fiwikisource|fiwikiversity|fiwikivoyage|fiwiktionary|fjwiki|fjwiktionary|fonwiki|foundationwiki|fowiki|fowikisource|fowiktionary|frpwiki|frrwiki|frwiki|frwikibooks|frwikinews|frwikiquote|frwikisource|frwikiversity|frwikivoyage|frwiktionary|furwiki|fywiki|fywikibooks|fywiktionary|gagwiki|ganwiki|gawiki|gawikibooks|gawikiquote|gawiktionary|gcrwiki|gdwiki|gdwiktionary|gewikimedia|glkwiki|glwiki|glwikibooks|glwikiquote|glwikisource|glwiktionary|gnwiki|gnwikibooks|gnwiktionary|gomwiki|gomwiktionary|gorwiki|gorwikiquote|gorwiktionary|gotwiki|gotwikibooks|gpewiki|grantswiki|grwikimedia|gucwiki|gurwiki|guwiki|guwikibooks|guwikiquote|guwikisource|guwiktionary|guwwiki|guwwikinews|guwwikiquote|guwwiktionary|gvwiki|gvwiktionary|hakwiki|hawiki|hawiktionary|hawwiki|hewiki|hewikibooks|hewikinews|hewikiquote|hewikisource|hewikivoyage|hewiktionary|hifwiki|hifwiktionary|hiwiki|hiwikibooks|hiwikimedia|hiwikiquote|hiwikisource|hiwikiversity|hiwikivoyage|hiwiktionary|howiki|hrwiki|hrwikibooks|hrwikiquote|hrwikisource|hrwiktionary|hsbwiki|hsbwiktionary|htwiki|htwikisource|huwiki|huwikibooks|huwikinews|huwikiquote|huwikisource|huwiktionary|hywiki|hywikibooks|hywikiquote|hywikisource|hywiktionary|hywwiki|hzwiki|iawiki|iawikibooks|iawiktionary|ibawiki|id_internalwikimedia|idwiki|idwikibooks|idwikimedia|idwikiquote|idwikisource|idwikivoyage|idwiktionary|iegcomwiki|iewiki|iewikibooks|iewiktionary|iglwiki|igwiki|igwikiquote|igwiktionary|iiwiki|ikwiki|ikwiktionary|ilowiki|ilwikimedia|incubatorwiki|inhwiki|internalwiki|iowiki|iowiktionary|isvwiki|iswiki|iswikibooks|iswikiquote|iswikisource|iswiktionary|itwiki|itwikibooks|itwikinews|itwikiquote|itwikisource|itwikiversity|itwikivoyage|itwiktionary|iuwiki|iuwiktionary|jamwiki|jawiki|jawikibooks|jawikinews|jawikiquote|jawikisource|jawikiversity|jawikivoyage|jawiktionary|jbowiki|jbowiktionary|jvwiki|jvwikisource|jvwiktionary|kaawiki|kaawiktionary|kabwiki|kaiwiki|kajwiki|kawiki|kawikibooks|kawikiquote|kawikisource|kawiktionary|kbdwiki|kbdwiktionary|kbpwiki|kcgwiki|kcgwiktionary|kgewiki|kgwiki|kiwiki|kjwiki|kkwiki|kkwikibooks|kkwikiquote|kkwiktionary|klwiki|klwiktionary|kmwiki|kmwikibooks|kmwiktionary|kncwiki|knwiki|knwikibooks|knwikiquote|knwikisource|knwiktionary|koiwiki|kowiki|kowikibooks|kowikinews|kowikiquote|kowikisource|kowikiversity|kowiktionary|krcwiki|krwiki|krwikiquote|kshwiki|kswiki|kswikibooks|kswikiquote|kswiktionary|kuswiki|kuwiki|kuwikibooks|kuwikiquote|kuwiktionary|kvwiki|kwwiki|kwwikiquote|kwwiktionary|kywiki|kywikibooks|kywikiquote|kywiktionary|labswiki|ladwiki|lawiki|lawikibooks|lawikiquote|lawikisource|lawiktionary|lbewiki|lbwiki|lbwikibooks|lbwikiquote|lbwiktionary|legalteamwiki|lezwiki|lfnwiki|lgwiki|lijwiki|lijwikisource|liwiki|liwikibooks|liwikinews|liwikiquote|liwikisource|liwiktionary|lldwiki|lmowiki|lmowiktionary|lnwiki|lnwikibooks|lnwiktionary|loginwiki|lowiki|lowiktionary|lrcwiki|ltgwiki|ltwiki|ltwikibooks|ltwikiquote|ltwikisource|ltwiktionary|lvwiki|lvwikibooks|lvwiktionary|madwiki|madwikisource|madwiktionary|magwiki|maiwiki|maiwikimedia|map_bmswiki|mdfwiki|mediawikiwiki|metawiki|mgwiki|mgwikibooks|mgwiktionary|mhrwiki|mhwiki|mhwiktionary|minwiki|minwikibooks|minwikiquote|minwikisource|minwiktionary|miwiki|miwikibooks|miwiktionary|mkwiki|mkwikibooks|mkwikimedia|mkwikisource|mkwiktionary|mlwiki|mlwikibooks|mlwikiquote|mlwikisource|mlwiktionary|mniwiki|mniwiktionary|mnwiki|mnwikibooks|mnwiktionary|mnwwiki|mnwwiktionary|moswiki|movementroleswiki|mrjwiki|mrwiki|mrwikibooks|mrwikiquote|mrwikisource|mrwiktionary|mswiki|mswikibooks|mswikiquote|mswikisource|mswiktionary|mtwiki|mtwiktionary|muswiki|mwlwiki|mxwikimedia|myvwiki|mywiki|mywikibooks|mywikisource|mywiktionary|mznwiki|nahwiki|nahwikibooks|nahwiktionary|napwiki|napwikisource|nawiki|nawikibooks|nawikiquote|nawiktionary|nds_nlwiki|ndswiki|ndswikibooks|ndswikiquote|ndswiktionary|newiki|newikibooks|newiktionary|newwiki|ngwiki|ngwikimedia|niawiki|niawiktionary|nlwiki|nlwikibooks|nlwikimedia|nlwikinews|nlwikiquote|nlwikisource|nlwikivoyage|nlwiktionary|nnwiki|nnwikiquote|nnwiktionary|noboard_chapterswikimedia|nostalgiawiki|novwiki|nowiki|nowikibooks|nowikimedia|nowikinews|nowikiquote|nowikisource|nowiktionary|nqowiki|nrmwiki|nrwiki|nsowiki|nupwiki|nvwiki|nycwikimedia|nywiki|nzwikimedia|ocwiki|ocwikibooks|ocwiktionary|officewiki|olowiki|ombudsmenwiki|omwiki|omwiktionary|orwiki|orwikisource|orwiktionary|oswiki|otrs_wikiwiki|outreachwiki|pa_uswikimedia|pagwiki|pamwiki|papwiki|pawiki|pawikibooks|pawikisource|pawiktionary|pcdwiki|pcmwiki|pcmwikiquote|pdcwiki|pflwiki|pihwiki|piwiki|piwiktionary|plwiki|plwikibooks|plwikimedia|plwikinews|plwikiquote|plwikisource|plwikivoyage|plwiktionary|pmswiki|pmswikisource|pnbwiki|pnbwiktionary|pntwiki|pplwiki|projectcomwiki|pswiki|pswikibooks|pswikivoyage|pswiktionary|ptwiki|ptwikibooks|ptwikimedia|ptwikinews|ptwikiquote|ptwikisource|ptwikiversity|ptwikivoyage|ptwiktionary|punjabiwikimedia|pwnwiki|qualitywiki|quwiki|quwikibooks|quwikiquote|quwiktionary|rkiwiki|rmwiki|rmwikibooks|rmwiktionary|rmywiki|rnwiki|rnwiktionary|roa_rupwiki|roa_rupwiktionary|roa_tarawiki|romdwikimedia|rowiki|rowikibooks|rowikinews|rowikiquote|rowikisource|rowikivoyage|rowiktionary|rskwiki|rswikimedia|ruewiki|ruwiki|ruwikibooks|ruwikimedia|ruwikinews|ruwikiquote|ruwikisource|ruwikiversity|ruwikivoyage|ruwiktionary|rwwiki|rwwiktionary|sahwiki|sahwikiquote|sahwikisource|satwiki|satwiktionary|sawiki|sawikibooks|sawikiquote|sawikisource|sawiktionary|scnwiki|scnwiktionary|scowiki|scwiki|scwiktionary|sdwiki|sdwikinews|sdwiktionary|searchcomwiki|sewiki|sewikibooks|sewikimedia|sgwiki|sgwiktionary|shiwiki|shnwiki|shnwikibooks|shnwikinews|shnwikivoyage|shnwiktionary|shwiki|shwiktionary|shywiktionary|simplewiki|simplewikibooks|simplewikiquote|simplewiktionary|siwiki|siwikibooks|siwiktionary|skrwiki|skrwiktionary|skwiki|skwikibooks|skwikiquote|skwikisource|skwiktionary|slwiki|slwikibooks|slwikiquote|slwikisource|slwikiversity|slwiktionary|smnwiki|smwiki|smwiktionary|snwiki|snwiktionary|sourceswiki|sowiki|sowiktionary|spcomwiki|specieswiki|sqwiki|sqwikibooks|sqwikinews|sqwikiquote|sqwiktionary|srnwiki|srwiki|srwikibooks|srwikinews|srwikiquote|srwikisource|srwiktionary|sswiki|sswiktionary|stewardwiki|stqwiki|strategywiki|stwiki|stwiktionary|suwiki|suwikibooks|suwikiquote|suwikisource|suwiktionary|svwiki|svwikibooks|svwikinews|svwikiquote|svwikisource|svwikiversity|svwikivoyage|svwiktionary|swwiki|swwikibooks|swwiktionary|sylwiki|sysop_itwiki|sysop_plwiki|szlwiki|szywiki|tawiki|tawikibooks|tawikinews|tawikiquote|tawikisource|tawiktionary|taywiki|tcywiki|tcywikisource|tcywiktionary|tddwiki|techconductwiki|tenwiki|test2wiki|testcommonswiki|testwiki|testwikidatawiki|tetwiki|tewiki|tewikibooks|tewikiquote|tewikisource|tewiktionary|tgwiki|tgwikibooks|tgwiktionary|thankyouwiki|thwiki|thwikibooks|thwikimedia|thwikinews|thwikiquote|thwikisource|thwiktionary|tigwiki|tiwiki|tiwiktionary|tkwiki|tkwikibooks|tkwikiquote|tkwiktionary|tlwiki|tlwikibooks|tlwikiquote|tlwikisource|tlwiktionary|tlywiki|tnwiki|tnwiktionary|tokwiki|towiki|towiktionary|tpiwiki|tpiwiktionary|transitionteamwiki|trvwiki|trwiki|trwikibooks|trwikimedia|trwikinews|trwikiquote|trwikisource|trwikivoyage|trwiktionary|tswiki|tswiktionary|ttwiki|ttwikibooks|ttwikiquote|ttwiktionary|tumwiki|twwiki|twwiktionary|tyvwiki|tywiki|u4cwiki|uawikimedia|udmwiki|ugwiki|ugwikibooks|ugwikiquote|ugwiktionary|ukwiki|ukwikibooks|ukwikinews|ukwikiquote|ukwikisource|ukwikivoyage|ukwiktionary|urwiki|urwikibooks|urwikiquote|urwikisource|urwiktionary|usabilitywiki|uzwiki|uzwikibooks|uzwikiquote|uzwiktionary|vecwiki|vecwikisource|vecwiktionary|vepwiki|vewiki|vewikimedia|viwiki|viwikibooks|viwikiquote|viwikisource|viwikivoyage|viwiktionary|vlswiki|votewiki|vowiki|vowikibooks|vowikiquote|vowiktionary|warwiki|wawiki|wawikibooks|wawikisource|wawiktionary|wbwikimedia|wg_enwiki|wikidatawiki|wikifunctionswiki|wikimania2005wiki|wikimania2006wiki|wikimania2007wiki|wikimania2008wiki|wikimania2009wiki|wikimania2010wiki|wikimania2011wiki|wikimania2012wiki|wikimania2013wiki|wikimania2014wiki|wikimania2015wiki|wikimania2016wiki|wikimania2017wiki|wikimania2018wiki|wikimaniateamwiki|wikimaniawiki|wowiki|wowikiquote|wowiktionary|wuuwiki|xalwiki|xhwiki|xhwikibooks|xhwiktionary|xmfwiki|yiwiki|yiwikisource|yiwiktionary|yowiki|yowikibooks|yowiktionary|yuewiktionary|zawiki|zawikibooks|zawikiquote|zawiktionary|zeawiki|zghwiki|zghwiktionary|zh_classicalwiki|zh_min_nanwiki|zh_min_nanwikibooks|zh_min_nanwikiquote|zh_min_nanwikisource|zh_min_nanwiktionary|zh_yuewiki|zhwiki|zhwikibooks|zhwikinews|zhwikiquote|zhwikisource|zhwikiversity|zhwikivoyage|zhwiktionary|zuwiki|zuwikibooks|zuwiktionary default=enwiki limit=50 highlimit=500
echomarkseen	-	action	Echo		
echomarkseen	timestampFormat	action	Echo		enum=ISO_8601|MW default=MW
echomarkseen	type	action	Echo	required	enum=alert|all|message
echomute	-	action	Echo		write post
echomute	mute	action	Echo	multi	type=string limit=50 highlimit=500
echomute	token	action	Echo	required,sensitive	type=string
echomute	type	action	Echo	required	enum=page-linked-title|user
echomute	unmute	action	Echo	multi	type=string limit=50 highlimit=500
echopushsubscriptions	-	action	Echo	internal	write post
echopushsubscriptions	command	action	Echo	required	enum=create|delete
echopushsubscriptions	token	action	Echo	required,sensitive	type=string
edit	-	action	MediaWiki		write post
edit	appendtext	action	MediaWiki		type=text
edit	baserevid	action	MediaWiki		type=integer
edit	basetimestamp	action	MediaWiki		type=timestamp
edit	bot	action	MediaWiki		type=boolean
edit	captchaid	action	MediaWiki		type=string
edit	captchaword	action	MediaWiki		type=string
edit	contentformat	action	MediaWiki		enum=application/json|application/octet-stream|application/unknown|application/vue+xml|application/x-binary|text/css|text/javascript|text/plain|text/unknown|text/x-wiki|unknown/unknown
edit	contentmodel	action	MediaWiki		enum=GadgetDefinition|Graph.JsonConfig|Json.JsonConfig|JsonSchema|MassMessageListContent|Scribunto|SecurePoll|css|javascript|json|sanitized-css|text|unknown|vue|wikitext|worklist
edit	createonly	action	MediaWiki		type=boolean
edit	discussiontoolsautosubscribe	action	MediaWiki		enum=no|preferences|yes default=preferences
edit	editorinterface	action	MediaWiki		type=string
edit	md5	action	MediaWiki		type=string
edit	minor	action	MediaWiki		type=boolean
edit	nocreate	action	MediaWiki		type=boolean
edit	notminor	action	MediaWiki		type=boolean
edit	pageid	action	MediaWiki		type=integer
edit	prependtext	action	MediaWiki		type=text
edit	recreate	action	MediaWiki		type=boolean
edit	redirect	action	MediaWiki		type=boolean
edit	returnto	action	MediaWiki		type=title
edit	returntoanchor	action	MediaWiki		type=string
edit	returntoquery	action	MediaWiki		type=string
edit	section	action	MediaWiki		type=string
edit	sectiontitle	action	MediaWiki		type=string
edit	starttimestamp	action	MediaWiki		type=timestamp
edit	summary	action	MediaWiki		type=string
edit	tags	action	MediaWiki	multi	enum=AFCH|AI-generated source|AWB|Addition of protection template to non-protected page|AntiVandal script|CVPI|CW-English-Converter|Deputy|HotCat|JWB|New user adding protection template|Newcomer task|OneClickArchiver|ProveIt edit|RedWarn|RfC|Ultraviolet|WPCleaner|WikiLoop Battlefield|WikiShield script|XFDC|bot trial|changing time or duration|convenient-discussions|editProtectedHelper|excessive whitespace|fixed lint errors|huggle|invalid-timedtext-edit|large non-free file|massmove|moveToDraft|new user move into mainspace|new user moving page out of userspace|ooze|pageswap|possible birth or death date change|possible formatting issues|pronoun-change|rapid date format changes|self-published source|self-published-blog|shortdesc helper|talk banner shell conversion|twinkle limit=50 highlimit=500
edit	text	action	MediaWiki		type=text
edit	title	action	MediaWiki		type=string
edit	token	action	MediaWiki	required,sensitive	type=string
edit	undo	action	MediaWiki		type=integer
edit	undoafter	action	MediaWiki		type=integer
edit	unwatch	action	MediaWiki	deprecated	type=boolean
edit	watch	action	MediaWiki	deprecated	type=boolean
edit	watchlist	action	MediaWiki		enum=nochange|preferences|unwatch|watch default=preferences
edit	watchlistexpiry	action	MediaWiki		type=expiry
edit	wgConfirmEditForceShowCaptcha	action	MediaWiki		type=boolean
editcheckreferenceurl	-	action	VisualEditor	internal	
editcheckreferenceurl	url	action	VisualEditor	required	type=string
editmassmessagelist	-	action	MassMessage		write post
editmassmessagelist	add	action	MassMessage	multi	type=string limit=50 highlimit=500
editmassmessagelist	description	action	MassMessage		type=string
editmassmessagelist	minor	action	MassMessage		type=boolean
editmassmessagelist	remove	action	MassMessage	multi	type=string limit=50 highlimit=500
editmassmessagelist	spamlist	action	MassMessage	required	type=string
editmassmessagelist	token	action	MassMessage	required,sensitive	type=string
editmassmessagelist	watchlist	action	MassMessage		enum=nochange|preferences|unwatch|watch default=preferences
emailuser	-	action	MediaWiki		write post
emailuser	ccme	action	MediaWiki		type=boolean
emailuser	subject	action	MediaWiki	required	type=string
emailuser	target	action	MediaWiki	required	type=string
emailuser	text	action	MediaWiki	required	type=text
emailuser	token	action	MediaWiki	required,sensitive	type=string
expandtemplates	-	action	MediaWiki		
expandtemplates	generatexml	action	MediaWiki	deprecated	type=boolean
expandtemplates	includecomments	action	MediaWiki		type=boolean
expandtemplates	prop	action	MediaWiki	multi	enum=categories|encodedjsconfigvars|jsconfigvars|modules|parsetree|properties|ttl|volatile|wikitext limit=50 highlimit=500
expandtemplates	revid	action	MediaWiki		type=integer
expandtemplates	showstrategykeys	action	MediaWiki		type=boolean
expandtemplates	templatesandboxcontentformat	action	MediaWiki		enum=application/json|application/octet-stream|application/unknown|application/vue+xml|application/x-binary|text/css|text/javascript|text/plain|text/unknown|text/x-wiki|unknown/unknown
expandtemplates	templatesandboxcontentmodel	action	MediaWiki		enum=GadgetDefinition|Graph.JsonConfig|Json.JsonConfig|JsonSchema|MassMessageListContent|Scribunto|SecurePoll|css|javascript|json|sanitized-css|text|unknown|vue|wikitext|worklist
expandtemplates	templatesandboxprefix	action	MediaWiki	multi	type=string limit=50 highlimit=500
expandtemplates	templatesandboxtext	action	MediaWiki		type=text
expandtemplates	templatesandboxtitle	action	MediaWiki		type=string
expandtemplates	text	action	MediaWiki	required	type=text
expandtemplates	title	action	MediaWiki		type=string
fancycaptchareload	-	action	ConfirmEdit	internal	
featuredfeed	-	action	FeaturedFeeds		
featuredfeed	feed	action	FeaturedFeeds	required	enum=featured|onthisday|potd
featuredfeed	feedformat	action	FeaturedFeeds		enum=atom|rss default=rss
featuredfeed	language	action	FeaturedFeeds		type=string
feedcontributions	-	action	MediaWiki		
feedcontributions	deletedonly	action	MediaWiki		type=boolean
feedcontributions	feedformat	action	MediaWiki		enum=atom|rss default=rss
feedcontributions	hideminor	action	MediaWiki		type=boolean
feedcontributions	month	action	MediaWiki		type=integer
feedcontributions	namespace	action	MediaWiki		type=namespace
feedcontributions	newonly	action	MediaWiki		type=boolean
feedcontributions	showsizediff	action	MediaWiki		type=boolean
feedcontributions	tagfilter	action	MediaWiki	multi	enum=AFCH|AI-generated source|AWB|Addition of protection template to non-protected page|AntiVandal script|CVPI|CW-English-Converter|Citing predatory open access journal|Contest or editathon|Deputy|End of page text|External Link added to disambiguation page|Extraneous formatting|HotCat|JWB|New user adding protection template|Newcomer task|OAuth CID: 1003|OAuth CID: 1013|OAuth CID: 1015|OAuth CID: 1024|OAuth CID: 10649|OAuth CID: 115|OAuth CID: 1188|OAuth CID: 1224|OAuth CID: 1232|OAuth CID: 1261|OAuth CID: 1277|OAuth CID: 13185|OAuth CID: 13506|OAuth CID: 1352|OAuth CID: 1359|OAuth CID: 1365|OAuth CID: 1389|OAuth CID: 13933|OAuth CID: 1413|OAuth CID: 142|OAuth CID: 14358|OAuth CID: 1436|OAuth CID: 144|OAuth CID: 1452|OAuth CID: 14740|OAuth CID: 14811|OAuth CID: 150|OAuth CID: 1503|OAuth CID: 151|OAuth CID: 154|OAuth CID: 1566|OAuth CID: 159|OAuth CID: 16301|OAuth CID: 16534|OAuth CID: 16734|OAuth CID: 16794|OAuth CID: 1703|OAuth CID: 17034|OAuth CID: 17091|OAuth CID: 17154|OAuth CID: 17361|OAuth CID: 1745|OAuth CID: 17546|OAuth CID: 17716|OAuth CID: 17725|OAuth CID: 17726|OAuth CID: 17755|OAuth CID: 1779|OAuth CID: 1784|OAuth CID: 17941|OAuth CID: 1804|OAuth CID: 1805|OAuth CID: 1809|OAuth CID: 1841|OAuth CID: 18605|OAuth CID: 18670|OAuth CID: 18742|OAuth CID: 18773|OAuth CID: 1887|OAuth CID: 18952|OAuth CID: 1904|OAuth CID: 194|OAuth CID: 2008|OAuth CID: 206|OAuth CID: 21|OAuth CID: 211|OAuth CID: 212|OAuth CID: 2179|OAuth CID: 218|OAuth CID: 236|OAuth CID: 239|OAuth CID: 2395|OAuth CID: 251|OAuth CID: 252|OAuth CID: 259|OAuth CID: 261|OAuth CID: 263|OAuth CID: 274|OAuth CID: 278|OAuth CID: 2786|OAuth CID: 285|OAuth CID: 2922|OAuth CID: 297|OAuth CID: 306|OAuth CID: 3113|OAuth CID: 314|OAuth CID: 320|OAuth CID: 3201|OAuth CID: 3251|OAuth CID: 3711|OAuth CID: 376|OAuth CID: 410|OAuth CID: 429|OAuth CID: 4476|OAuth CID: 4664|OAuth CID: 473|OAuth CID: 4978|OAuth CID: 540|OAuth CID: 542|OAuth CID: 543|OAuth CID: 5481|OAuth CID: 563|OAuth CID: 5765|OAuth CID: 593|OAuth CID: 60|OAuth CID: 612|OAuth CID: 628|OAuth CID: 6365|OAuth CID: 64|OAuth CID: 651|OAuth CID: 6544|OAuth CID: 6640|OAuth CID: 67|OAuth CID: 670|OAuth CID: 678|OAuth CID: 679|OAuth CID: 6969|OAuth CID: 76|OAuth CID: 8161|OAuth CID: 817|OAuth CID: 8393|OAuth CID: 85|OAuth CID: 860|OAuth CID: 861|OAuth CID: 874|OAuth CID: 9394|OAuth CID: 951|OAuth CID: 9792|OAuth CID: 99|OneClickArchiver|Possible disruption|Possible self promotion in user or draftspace|Possible self promotion in userspace|ProveIt edit|Rapid reverts|RedWarn|RfC|Section blanking|Ultraviolet|WPCleaner|WikiLeaks|WikiLoop Battlefield|WikiShield script|XFDC|abusefilter-condition-limit|advanced mobile edit|android app edit|app-ai-assist|app-description-add|app-description-change|app-description-translate|app-full-source|app-image-add-infobox|app-image-add-top|app-image-caption-add|app-image-caption-translate|app-image-tag-add|app-rollback|app-section-source|app-select-source|app-suggestededit|app-talk-reply|app-talk-source|app-talk-topic|app-undo|autobiography|bad external|blanking|bot trial|campaign-external-machine-translation|canned edit summary|categories removed|centralnotice|centralnotice translation|changing height or weight|changing time or duration|chart-wizard|coi-spam|community configuration|congressedits|contenttranslation|contenttranslation-high-unmodified-mt-text|contenttranslation-needcheck|contenttranslation-v2|convenient-discussions|deprecated source|disambiguation template removed|disambiguator-link-added|discussiontools|discussiontools-added-comment|discussiontools-edit|discussiontools-newtopic|discussiontools-reply|discussiontools-source|discussiontools-source-enhanced|discussiontools-visual|draft-userpage-link|editProtectedHelper|editcheck-newcontent|editcheck-newreference|editcheck-paste-shown|editcheck-reference-decline-common-knowledge|editcheck-reference-decline-irrelevant|editcheck-reference-decline-other|editcheck-reference-decline-uncertain|editcheck-references|editcheck-references-activated|editcheck-references-shown|editcheck-tone|editcheck-tone-shown|editsuggestion-seen|editsuggestion-used|excessive whitespace|extraneous markup|fa-ga-change|fileimporter-remote|fixed lint errors|harv-error|help module question|help panel question|huggle|image template removal|invalid-timedtext-edit|ios app edit|large non-free file|large plot addition|large unwikified new article|massmessage-delivery|massmove|mentor list change|mentorship module question|mentorship panel question|missing file added|mobile app edit|mobile edit|mobile web edit|moveToDraft|mw-blank|mw-changed-redirect-target|mw-contentmodelchange|mw-edited-other-users-css|mw-edited-other-users-js|mw-ipblock-appeal|mw-manual-revert|mw-new-redirect|mw-private-personal-info|mw-private-personal-info-false-positive|mw-private-personal-info-no-further-action|mw-recreated|mw-removed-redirect|mw-replace|mw-reverted|mw-rollback|mw-server-side-upload|mw-undo|new user modifying archives|new user move into mainspace|new user moving page out of userspace|newcomer task|newcomer task add link|newcomer task copyedit|newcomer task expand|newcomer task image suggestion|newcomer task links|newcomer task references|newcomer task revise tone|newcomer task section image suggestion|newcomer task update|non-English content|nowiki added|nuke|ooze|pageswap|pagetriage|parliamentedit|parsermigration-visual-bug|possible AI-generated citations|possible BLPCRIME issue|possible MOS:ETHNICITY violation|possible birth or death date change|possible cut and paste move|possible formatting issues|possible libel or vandalism|possible link spam|possible prose issues|possible unexplained content removal|possible unreferenced addition to BLP|possible vandalism|possibly inaccurate edit summary|pronoun-change|rapid date format changes|reference list removal|references removed|removal of COI template|removal of Category:Living People|removal of copyvio templates|removal of speedy deletion templates|removing declined unblock request|reverting anti-vandal bot|sectiontranslation|self-published source|self-published-blog|self-renaming and bad user talk moves|shortdesc helper|shouting|talk banner shell conversion|talk page blanking|twinkle|unicode tags|unsourced AFC submission|unusual redirect|userspace spam|very short new article|visualeditor|visualeditor-needcheck|visualeditor-switched|visualeditor-wikitext|wikieditor|wikilinks removed|wikilove limit=50 highlimit=500
